Category,Year,Labels,Feature,Usage
251-500,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_Entity,0
251-500,2023,improve talent retention,WFP_Entity,0
251-500,2023,increase hr productivity & efficiency,WFP_Entity,0
251-500,2023,learning & development programs,WFP_Entity,0
251-500,2023,managing a global multinational business,WFP_Entity,0
251-500,2023,performance management & optimization,WFP_Entity,0
251-500,2023,reduce legal compliance risks (ciso),WFP_Entity,0
251-500,2023,smart & effective workforce planning,WFP_Entity,0
251-500,2023,smart compensation management,WFP_Entity,0
251-500,2023,support company growth and scale up,WFP_Entity,0
251-500,2023,user-friendly platform,WFP_Entity,0
251-500,2024_25,autonomy and independence boost,WFP_Entity,0
251-500,2024_25,culture and diversity,WFP_Entity,0
251-500,2024_25,digital automation - improve operational cost efficiency,WFP_Entity,1
251-500,2024_25,drive data based decisions - people analytics,WFP_Entity,0
251-500,2024_25,employee growth and leadership development,WFP_Entity,1
251-500,2024_25,employee privacy and confidentiality control,WFP_Entity,0
251-500,2024_25,employee satisfaction,WFP_Entity,1
251-500,2024_25,enhance employee communication & engagement,WFP_Entity,0
251-500,2024_25,enhance employee experience,WFP_Entity,1
251-500,2024_25,ensure data integrity - system of record - single source of truth,WFP_Entity,1
251-500,2024_25,improve employee wellbeing and employee safety,WFP_Entity,0
251-500,2024_25,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_Entity,0
251-500,2024_25,improve talent retention,WFP_Entity,0
251-500,2024_25,increase hr productivity & efficiency,WFP_Entity,0
251-500,2024_25,learning & development programs,WFP_Entity,0
251-500,2024_25,managing a global multinational business,WFP_Entity,0
251-500,2024_25,performance management & optimization,WFP_Entity,0
251-500,2024_25,reduce legal compliance risks (ciso),WFP_Entity,1
251-500,2024_25,smart & effective workforce planning,WFP_Entity,0
251-500,2024_25,smart compensation management,WFP_Entity,0
251-500,2024_25,support company growth and scale up,WFP_Entity,0
251-500,2024_25,user-friendly platform,WFP_Entity,0
151-250,2021_and_less,autonomy and independence boost,Hiring_hiring_entity,0
151-250,2021_and_less,culture and diversity,Hiring_hiring_entity,0
151-250,2021_and_less,digital automation - improve operational cost efficiency,Hiring_hiring_entity,0
151-250,2021_and_less,drive data based decisions - people analytics,Hiring_hiring_entity,0
151-250,2021_and_less,employee growth and leadership development,Hiring_hiring_entity,1
151-250,2021_and_less,employee privacy and confidentiality control,Hiring_hiring_entity,1
151-250,2021_and_less,employee satisfaction,Hiring_hiring_entity,1
151-250,2021_and_less,enhance employee communication & engagement,Hiring_hiring_entity,0
151-250,2021_and_less,enhance employee experience,Hiring_hiring_entity,1
151-250,2021_and_less,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,0
151-250,2021_and_less,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
151-250,2021_and_less,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,0
151-250,2021_and_less,improve talent retention,Hiring_hiring_entity,1
151-250,2021_and_less,increase hr productivity & efficiency,Hiring_hiring_entity,1
151-250,2021_and_less,learning & development programs,Hiring_hiring_entity,0
151-250,2021_and_less,managing a global multinational business,Hiring_hiring_entity,0
151-250,2021_and_less,performance management & optimization,Hiring_hiring_entity,0
151-250,2021_and_less,reduce legal compliance risks (ciso),Hiring_hiring_entity,0
151-250,2021_and_less,smart & effective workforce planning,Hiring_hiring_entity,1
151-250,2021_and_less,smart compensation management,Hiring_hiring_entity,1
151-250,2021_and_less,support company growth and scale up,Hiring_hiring_entity,1
151-250,2021_and_less,user-friendly platform,Hiring_hiring_entity,0
151-250,2022,autonomy and independence boost,Hiring_hiring_entity,0
151-250,2022,culture and diversity,Hiring_hiring_entity,0
151-250,2022,digital automation - improve operational cost efficiency,Hiring_hiring_entity,1
151-250,2022,drive data based decisions - people analytics,Hiring_hiring_entity,1
151-250,2022,employee growth and leadership development,Hiring_hiring_entity,1
151-250,2022,employee privacy and confidentiality control,Hiring_hiring_entity,0
151-250,2022,employee satisfaction,Hiring_hiring_entity,1
151-250,2022,enhance employee communication & engagement,Hiring_hiring_entity,1
151-250,2022,enhance employee experience,Hiring_hiring_entity,1
151-250,2022,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,0
151-250,2022,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
151-250,2022,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,1
151-250,2022,improve talent retention,Hiring_hiring_entity,0
151-250,2022,increase hr productivity & efficiency,Hiring_hiring_entity,1
151-250,2022,learning & development programs,Hiring_hiring_entity,1
151-250,2022,managing a global multinational business,Hiring_hiring_entity,0
151-250,2022,performance management & optimization,Hiring_hiring_entity,1
151-250,2022,reduce legal compliance risks (ciso),Hiring_hiring_entity,1
151-250,2022,smart & effective workforce planning,Hiring_hiring_entity,1
151-250,2022,smart compensation management,Hiring_hiring_entity,1
151-250,2022,support company growth and scale up,Hiring_hiring_entity,1
151-250,2022,user-friendly platform,Hiring_hiring_entity,1
151-250,2023,autonomy and independence boost,Hiring_hiring_entity,1
151-250,2023,culture and diversity,Hiring_hiring_entity,0
151-250,2023,digital automation - improve operational cost efficiency,Hiring_hiring_entity,0
151-250,2023,drive data based decisions - people analytics,Hiring_hiring_entity,0
151-250,2023,employee growth and leadership development,Hiring_hiring_entity,0
151-250,2023,employee privacy and confidentiality control,Hiring_hiring_entity,1
151-250,2023,employee satisfaction,Hiring_hiring_entity,0
151-250,2023,enhance employee communication & engagement,Hiring_hiring_entity,1
151-250,2023,enhance employee experience,Hiring_hiring_entity,0
151-250,2023,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,1
151-250,2023,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
151-250,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,0
151-250,2023,improve talent retention,Hiring_hiring_entity,0
151-250,2023,increase hr productivity & efficiency,Hiring_hiring_entity,0
151-250,2023,learning & development programs,Hiring_hiring_entity,0
151-250,2023,managing a global multinational business,Hiring_hiring_entity,0
151-250,2023,performance management & optimization,Hiring_hiring_entity,0
151-250,2023,reduce legal compliance risks (ciso),Hiring_hiring_entity,0
151-250,2023,smart & effective workforce planning,Hiring_hiring_entity,0
151-250,2023,smart compensation management,Hiring_hiring_entity,0
151-250,2023,support company growth and scale up,Hiring_hiring_entity,1
151-250,2023,user-friendly platform,Hiring_hiring_entity,0
151-250,2024_25,autonomy and independence boost,Hiring_hiring_entity,0
151-250,2024_25,culture and diversity,Hiring_hiring_entity,0
151-250,2024_25,digital automation - improve operational cost efficiency,Hiring_hiring_entity,0
151-250,2024_25,drive data based decisions - people analytics,Hiring_hiring_entity,0
151-250,2024_25,employee growth and leadership development,Hiring_hiring_entity,0
151-250,2024_25,employee privacy and confidentiality control,Hiring_hiring_entity,0
151-250,2024_25,employee satisfaction,Hiring_hiring_entity,0
151-250,2024_25,enhance employee communication & engagement,Hiring_hiring_entity,0
151-250,2024_25,enhance employee experience,Hiring_hiring_entity,0
151-250,2024_25,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,0
151-250,2024_25,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
151-250,2024_25,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,0
151-250,2024_25,improve talent retention,Hiring_hiring_entity,0
151-250,2024_25,increase hr productivity & efficiency,Hiring_hiring_entity,0
151-250,2024_25,learning & development programs,Hiring_hiring_entity,0
151-250,2024_25,managing a global multinational business,Hiring_hiring_entity,0
151-250,2024_25,performance management & optimization,Hiring_hiring_entity,0
151-250,2024_25,reduce legal compliance risks (ciso),Hiring_hiring_entity,0
151-250,2024_25,smart & effective workforce planning,Hiring_hiring_entity,0
151-250,2024_25,smart compensation management,Hiring_hiring_entity,0
151-250,2024_25,support company growth and scale up,Hiring_hiring_entity,0
151-250,2024_25,user-friendly platform,Hiring_hiring_entity,0
251-500,2021_and_less,autonomy and independence boost,Hiring_hiring_entity,0
251-500,2021_and_less,culture and diversity,Hiring_hiring_entity,0
251-500,2021_and_less,digital automation - improve operational cost efficiency,Hiring_hiring_entity,1
251-500,2021_and_less,drive data based decisions - people analytics,Hiring_hiring_entity,0
251-500,2021_and_less,employee growth and leadership development,Hiring_hiring_entity,1
251-500,2021_and_less,employee privacy and confidentiality control,Hiring_hiring_entity,0
251-500,2021_and_less,employee satisfaction,Hiring_hiring_entity,0
251-500,2021_and_less,enhance employee communication & engagement,Hiring_hiring_entity,0
251-500,2021_and_less,enhance employee experience,Hiring_hiring_entity,1
251-500,2021_and_less,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,0
251-500,2021_and_less,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
251-500,2021_and_less,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,0
251-500,2021_and_less,improve talent retention,Hiring_hiring_entity,0
251-500,2021_and_less,increase hr productivity & efficiency,Hiring_hiring_entity,1
251-500,2021_and_less,learning & development programs,Hiring_hiring_entity,0
251-500,2021_and_less,managing a global multinational business,Hiring_hiring_entity,0
251-500,2021_and_less,performance management & optimization,Hiring_hiring_entity,0
251-500,2021_and_less,reduce legal compliance risks (ciso),Hiring_hiring_entity,1
251-500,2021_and_less,smart & effective workforce planning,Hiring_hiring_entity,0
251-500,2021_and_less,smart compensation management,Hiring_hiring_entity,1
251-500,2021_and_less,support company growth and scale up,Hiring_hiring_entity,0
251-500,2021_and_less,user-friendly platform,Hiring_hiring_entity,0
251-500,2022,autonomy and independence boost,Hiring_hiring_entity,0
251-500,2022,culture and diversity,Hiring_hiring_entity,0
251-500,2022,digital automation - improve operational cost efficiency,Hiring_hiring_entity,0
251-500,2022,drive data based decisions - people analytics,Hiring_hiring_entity,0
251-500,2022,employee growth and leadership development,Hiring_hiring_entity,1
251-500,2022,employee privacy and confidentiality control,Hiring_hiring_entity,0
251-500,2022,employee satisfaction,Hiring_hiring_entity,0
251-500,2022,enhance employee communication & engagement,Hiring_hiring_entity,1
251-500,2022,enhance employee experience,Hiring_hiring_entity,0
251-500,2022,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,0
251-500,2022,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
251-500,2022,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,0
251-500,2022,improve talent retention,Hiring_hiring_entity,0
251-500,2022,increase hr productivity & efficiency,Hiring_hiring_entity,0
251-500,2022,learning & development programs,Hiring_hiring_entity,0
251-500,2022,managing a global multinational business,Hiring_hiring_entity,0
251-500,2022,performance management & optimization,Hiring_hiring_entity,0
251-500,2022,reduce legal compliance risks (ciso),Hiring_hiring_entity,0
251-500,2022,smart & effective workforce planning,Hiring_hiring_entity,0
251-500,2022,smart compensation management,Hiring_hiring_entity,0
251-500,2022,support company growth and scale up,Hiring_hiring_entity,0
251-500,2022,user-friendly platform,Hiring_hiring_entity,0
251-500,2023,autonomy and independence boost,Hiring_hiring_entity,0
251-500,2023,culture and diversity,Hiring_hiring_entity,0
251-500,2023,digital automation - improve operational cost efficiency,Hiring_hiring_entity,0
251-500,2023,drive data based decisions - people analytics,Hiring_hiring_entity,0
251-500,2023,employee growth and leadership development,Hiring_hiring_entity,0
251-500,2023,employee privacy and confidentiality control,Hiring_hiring_entity,0
251-500,2023,employee satisfaction,Hiring_hiring_entity,0
251-500,2023,enhance employee communication & engagement,Hiring_hiring_entity,0
251-500,2023,enhance employee experience,Hiring_hiring_entity,0
251-500,2023,ensure data integrity - system of record - single source of truth,Hiring_hiring_entity,0
251-500,2023,improve employee wellbeing and employee safety,Hiring_hiring_entity,0
251-500,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",Hiring_hiring_entity,0
251-500,2023,improve talent retention,Hiring_hiring_entity,1
251-500,2023,increase hr productivity & efficiency,Hiring_hiring_entity,0
251-500,2023,learning & development programs,Hiring_hiring_entity,0
251-500,2023,managing a global multinational business,Hiring_hiring_entity,0
251-500,2023,performance management & optimization,Hiring_hiring_entity,0
251-500,2023,reduce legal compliance risks (ciso),Hiring_hiring_entity,0
251-500,2023,smart & effective workforce planning,Hiring_hiring_entity,0
251-500,2023,smart compensation management,Hiring_hiring_entity,0
251-500,2023,support company growth and scale up,Hiring_hiring_entity,0
251-500,2023,user-friendly platform,Hiring_hiring_entity,0
251-500,2024_25,autonomy and independence boost,Hiring_hiring_entity,0
251-500,2024_25,culture and diversity,Hiring_hiring_entity,0
251-500,2024_25,digital automation - improve operational cost efficiency,Hiring_hiring_entity,0
